defect_id,defect_type,material_grade,product_id,date,dataset
4450,1171,Grade 2P,18070,27-01-2021,Training
2543,1052,Grade 1,6078,18-12-2020,Training
3784,1098,Grade AP,12805,23-12-2020,Training
4670,1041,Grade 2,10688,15-12-2020,Training
372,1099,Grade 2,13550,24-01-2021,Training
3935,1060,Grade B1,6131,07-01-2021,Training
4327,1052,Grade B1,2368,04-12-2020,Training
4434,1171,Grade 1P,2785,27-01-2021,Training
4109,1030,Grade B1,427,31-12-2020,Training
2903,1052,Grade 2,11694,27-01-2021,Training
4568,1052,Grade 2,3719,27-01-2021,Training
2103,1052,Grade 2,6702,08-01-2021,Training
1191,1077,Grade 1P,718,25-12-2020,Training
4060,1030,Grade B1,14868,07-01-2021,Training
4204,1151,Grade 1,1407,31-12-2020,Training
2409,1078,Grade 2P,2301,24-12-2020,Training
151,1099,,6335,17-12-2020,Training
2589,1086,Grade 2,3082,01-12-2020,Training
1038,1041,Grade 2P,12655,19-12-2020,Training
1388,1098,Grade B1,3264,04-12-2020,Training
920,1098,Grade A,1471,23-01-2021,Training
1310,1030,Grade 1P,8574,07-01-2021,Training
3535,1098,Grade A,5243,23-01-2021,Training
4730,1041,Grade 2,15154,15-12-2020,Training
514,1151,Grade 1,3405,08-01-2021,Training
2343,1072,Grade 2P,7273,03-01-2021,Training
4537,1171,Grade 1P,6020,27-01-2021,Training
753,1086,Grade 2,7339,23-01-2021,Training
2323,1072,Grade 2P,7273,03-01-2021,Training
4968,1045,Grade 1P,127,24-12-2020,Training
1959,1079,Grade 2,17773,23-01-2021,Training
1315,1030,Grade 1P,8574,07-01-2021,Training
2366,1099,Grade 2,11405,11-01-2021,Training
4834,1045,Grade B1,8753,16-12-2020,Training
4979,1045,Grade 1P,127,24-12-2020,Training
476,1151,Grade 1,4735,06-01-2021,Training
4033,1078,Grade B1,4246,07-01-2021,Training
3678,1078,Grade 2P,12373,23-12-2020,Training
2136,1052,Grade 2,2173,08-01-2021,Training
4371,1052,Grade B1,3127,04-12-2020,Training
3402,1052,Grade 2,15521,10-12-2020,Training
901,1098,Grade A,3851,23-01-2021,Training
5094,1030,Grade 1,17073,23-12-2020,Training
251,1072,,328,18-12-2020,Training
1214,1084,Grade 2P,8990,25-12-2020,Training
2599,1086,Grade 2,3082,01-12-2020,Training
2551,1098,Grade P1,802,07-12-2020,Training
3183,1078,Grade 1,8888,16-12-2020,Training
1133,1041,Grade AP,4489,31-12-2020,Training
2560,1086,Grade 2,9822,01-12-2020,Training
1583,1099,Grade B1,12779,18-01-2021,Training
2182,1052,Grade 2,3692,08-01-2021,Training
57,1086,Grade 2,15429,01-12-2020,Training
1327,1030,Grade 1P,8574,07-01-2021,Training
4479,1171,Grade 1P,6020,27-01-2021,Training
3361,1060,Grade 1,4613,05-12-2020,Training
1540,1098,Grade AP,17636,13-12-2020,Training
297,1098,,1312,05-01-2021,Training
1147,1000,Grade 2P,891,01-12-2020,Training
1876,1030,Grade 1P,282,01-12-2020,Training
1175,1041,Grade 2P,260,04-12-2020,Training
2238,1099,Grade 1P,8624,01-12-2020,Training
2977,1045,Grade 2,4676,02-12-2020,Training
3873,1030,Grade 1P,8574,07-01-2021,Training
2058,1086,Grade B1,14168,16-12-2020,Training
1091,1099,Grade 1P,2272,19-01-2021,Training
4378,1019,Grade B1,3196,04-12-2020,Training
1177,1041,Grade 2P,3993,04-12-2020,Training
1742,1171,Grade 2,9346,04-12-2020,Training
5084,1030,Grade 1,1548,25-12-2020,Training
2278,1099,Grade 1P,8624,01-12-2020,Training
2711,1053,Grade W2P,5277,12-01-2021,Training
618,1052,Grade 1,6714,04-12-2020,Training
3996,1060,Grade B1,2117,07-01-2021,Training
1435,1098,Grade AP,7732,23-01-2021,Training
3648,1060,Grade 1,15660,25-12-2020,Training
510,1151,Grade 1,2918,08-01-2021,Training
420,1000,Grade 1,7263,24-01-2021,Training
1574,1099,Grade B1,12779,18-01-2021,Training
274,1099,,11601,05-01-2021,Training
2604,1086,Grade 2,3082,01-12-2020,Training
2623,1086,Grade 2,3082,01-12-2020,Training
2618,1086,Grade 2,3082,01-12-2020,Training
2430,1078,Grade 2P,969,24-12-2020,Training
106,1098,Grade 2,4710,17-12-2020,Training
1349,1030,Grade 1P,8574,07-01-2021,Training
3014,1078,Grade 1,2599,23-12-2020,Training
3482,1084,Grade 2,7079,23-01-2021,Training
2250,1099,Grade 1P,8624,01-12-2020,Training
1800,1171,Grade 2,134,04-12-2020,Training
957,1151,Grade KP,3405,04-01-2021,Training
1699,1171,Grade 2,2913,04-12-2020,Training
2047,1086,Grade B1,14168,16-12-2020,Training
1509,1098,Grade AP,6847,13-12-2020,Training
3623,1041,Grade 2P,15561,04-12-2020,Training
2112,1052,Grade 2,1266,08-01-2021,Training
3262,1052,Grade 1,5034,26-12-2020,Training
1029,1151,Grade KP,3405,04-01-2021,Training
2616,1086,Grade 2,3082,01-12-2020,Training
3204,1078,Grade 1,16361,16-12-2020,Training
4116,1030,Grade 1P,2106,31-12-2020,Training
421,1000,Grade 1,7263,24-01-2021,Training
1877,1030,Grade 1P,282,01-12-2020,Training
1945,1079,Grade 2,17773,23-01-2021,Training
569,1098,Grade 1P,2182,28-01-2021,Training
483,1098,Grade 2,1745,20-01-2021,Training
2237,1099,Grade 1P,8624,01-12-2020,Training
4872,1098,Grade 1P,6267,21-01-2021,Training
1208,1084,Grade 2P,8990,25-12-2020,Training
1229,1098,Grade KP,16467,10-12-2020,Training
142,1053,Grade W1P,13671,29-12-2020,Training
4472,1171,Grade 1P,6020,27-01-2021,Training
3511,1084,Grade 2,7079,23-01-2021,Training
4490,1171,Grade 1P,6020,27-01-2021,Training
1704,1171,Grade 2,2913,04-12-2020,Training
3444,1041,Grade 2,313,24-12-2020,Training
2975,1098,Grade 1,13258,15-01-2021,Training
610,1151,Grade 1P,660,17-12-2020,Training
1199,1084,Grade 2P,8990,25-12-2020,Training
1623,1000,Grade 1P,14536,24-12-2020,Training
4175,1077,Grade 1P,862,31-12-2020,Training
2862,1072,,328,18-12-2020,Training
502,1098,Grade 2,1745,20-01-2021,Training
1675,1000,Grade 1P,18433,24-12-2020,Training
1896,1151,Grade 2,290,01-12-2020,Training
3130,1078,Grade 1,25846,18-01-2021,Training
2935,1001,Grade 2,13092,24-01-2021,Training
3293,1052,Grade 1,6865,26-12-2020,Training
726,1086,Grade 2,7339,23-01-2021,Training
3716,1078,Grade 2P,297,23-12-2020,Training
1030,1151,Grade KP,3405,04-01-2021,Training
4856,1045,Grade B1,8753,16-12-2020,Training
1300,1030,Grade 1P,8574,07-01-2021,Training
1501,1098,Grade AP,6847,13-12-2020,Training
2082,1052,Grade 2,6702,08-01-2021,Training
1525,1098,Grade AP,6847,13-12-2020,Training
2036,1151,Grade 1,15671,23-12-2020,Training
2169,1052,Grade 2,3692,08-01-2021,Training
1662,1000,Grade 1P,18433,24-12-2020,Training
2353,1072,Grade 2P,7273,03-01-2021,Training
2658,1060,Grade 1,3335,26-01-2021,Training
1307,1030,Grade 1P,8574,07-01-2021,Training
108,1098,Grade 2,4710,17-12-2020,Training
1356,1030,Grade 1P,6777,07-01-2021,Training
3414,1041,Grade 2,1446,10-12-2020,Training
3291,1052,Grade 1,6865,26-12-2020,Training
2407,1078,Grade 2P,2301,24-12-2020,Training
936,1098,Grade A,1471,23-01-2021,Training
341,1079,Grade B1,7912,15-12-2020,Training
4022,1078,,13081,07-01-2021,Training
2766,1099,,6335,17-12-2020,Training
942,1151,Grade KP,3405,04-01-2021,Training
1585,1079,Grade 1P,11891,18-01-2021,Training
2496,1072,Grade 2P,10809,21-01-2021,Training
392,1079,Grade 1,11288,24-01-2021,Training
2173,1052,Grade 2,3692,08-01-2021,Training
4016,1078,,13081,07-01-2021,Training
2358,1072,Grade 2P,7273,03-01-2021,Training
3249,1052,Grade 1,5034,26-12-2020,Training
729,1086,Grade 2,7339,23-01-2021,Training
770,1086,Grade 2,7339,23-01-2021,Training
290,1099,,3119,05-01-2021,Training
3375,1060,Grade 1,4613,05-12-2020,Training
4224,1151,Grade 1,1407,31-12-2020,Training
312,1079,,546,01-01-2021,Training
3590,1041,Grade AP,7991,31-12-2020,Training
2907,1045,Grade 2,11694,27-01-2021,Training
1639,1000,Grade 1P,18433,24-12-2020,Training
2519,1052,Grade 1,6078,18-12-2020,Training
184,1039,Grade 1P,5896,14-01-2021,Training
71,1086,Grade 2,15429,01-12-2020,Training
4277,1151,Grade 1,1407,31-12-2020,Training
716,1086,Grade 2,7339,23-01-2021,Training
426,1000,Grade 1,2294,11-01-2021,Training
1025,1151,Grade KP,3405,04-01-2021,Training
2771,1099,,6335,17-12-2020,Training
1923,1079,Grade 2,1494,23-01-2021,Training
3824,1078,Grade 1,8987,19-12-2020,Training
742,1086,Grade 2,7339,23-01-2021,Training
2220,1052,Grade 2,3692,08-01-2021,Training
1265,1151,Grade 2P,18669,23-12-2020,Training
1671,1000,Grade 1P,18433,24-12-2020,Training
2039,1151,Grade 1,15671,23-12-2020,Training
3047,1001,Grade 1,3796,06-01-2021,Training
2132,1052,Grade 2,2173,08-01-2021,Training
1970,1079,Grade 2,17773,23-01-2021,Training
4904,1151,Grade 2,7472,10-01-2021,Training
1215,1084,Grade 2P,8990,25-12-2020,Training
4000,1060,Grade B1,2117,07-01-2021,Training
1100,1099,Grade 1P,13199,19-01-2021,Training
3463,1078,Grade 1,860,23-01-2021,Training
2569,1086,Grade 2,9822,01-12-2020,Training
1635,1000,Grade 1P,14536,24-12-2020,Training
3989,1060,Grade B1,2117,07-01-2021,Training
3099,1098,Grade 1,70,26-12-2020,Training
1617,1000,Grade 1P,14536,24-12-2020,Training
983,1151,Grade KP,3405,04-01-2021,Training
4230,1151,Grade 1,1407,31-12-2020,Training
4740,1041,Grade 2,4189,15-12-2020,Training
3461,1078,Grade 1,860,23-01-2021,Training
492,1098,Grade 2,1745,20-01-2021,Training
1869,1030,Grade 1P,282,01-12-2020,Training
349,1045,Grade 2,18047,24-01-2021,Training
1752,1171,Grade 2,9346,04-12-2020,Training
916,1098,Grade A,1471,23-01-2021,Training
1046,1151,Grade 1P,12805,13-01-2021,Training
47,1098,Grade P1,4276,07-12-2020,Training
1355,1030,Grade 1P,6777,07-01-2021,Training
448,1079,Grade 1,11233,15-01-2021,Training
2115,1052,Grade 2,1266,08-01-2021,Training
1066,1151,Grade 1P,5377,13-01-2021,Training
1456,1098,Grade AP,7732,23-01-2021,Training
3869,1030,Grade 1P,8574,07-01-2021,Training
3266,1052,Grade 1,6865,26-12-2020,Training
3673,1060,Grade 1,15660,25-12-2020,Training
2666,1060,Grade 1,3335,26-01-2021,Training
3270,1052,Grade 1,6865,26-12-2020,Training
4675,1041,Grade 2,6838,15-12-2020,Training
1060,1079,Grade 1P,5377,13-01-2021,Training
853,1098,Grade A,3851,23-01-2021,Training
3188,1078,Grade 1,8888,16-12-2020,Training
2332,1072,Grade 2P,7273,03-01-2021,Training
1299,1030,Grade 1P,8574,07-01-2021,Training
3418,1041,Grade 2,1446,10-12-2020,Training
4772,1060,Grade 1,9580,09-01-2021,Training
2050,1086,Grade B1,14168,16-12-2020,Training
1117,1041,Grade AP,7991,31-12-2020,Training
1778,1171,Grade 2,9346,04-12-2020,Training
781,1098,Grade A,7204,23-01-2021,Training
183,1039,Grade 1P,5896,14-01-2021,Training
2602,1086,Grade 2,3082,01-12-2020,Training
4572,1052,Grade 2,3719,27-01-2021,Training
4534,1171,Grade 1P,6020,27-01-2021,Training
1844,1171,Grade 2,134,04-12-2020,Training
1518,1098,Grade AP,6847,13-12-2020,Training
2643,1086,Grade 2,3082,01-12-2020,Training
739,1086,Grade 2,7339,23-01-2021,Training
3795,1041,Grade 1P,6836,20-01-2021,Training
3555,1078,Grade 1P,7653,19-12-2020,Training
1173,1041,Grade 2P,260,04-12-2020,Training
3519,1084,Grade 2,7079,23-01-2021,Training
2129,1052,Grade 2,2173,08-01-2021,Training
3405,1052,Grade 2,15521,10-12-2020,Training
4407,1171,Grade 1P,2785,27-01-2021,Training
2518,1052,Grade 1,6078,18-12-2020,Training
4634,1058,Grade 2,3357,27-01-2021,Training
4728,1041,Grade 2,15154,15-12-2020,Training
490,1098,Grade 2,1745,20-01-2021,Training
457,1045,Grade 2,4676,02-12-2020,Training
3489,1084,Grade 2,7079,23-01-2021,Training
95,1086,Grade 2,15429,01-12-2020,Training
4035,1078,Grade B1,4246,07-01-2021,Training
3627,1041,Grade 2P,15561,04-12-2020,Training
30,1099,Grade 1,6734,25-12-2020,Training
1670,1000,Grade 1P,18433,24-12-2020,Training
794,1098,Grade A,7204,23-01-2021,Training
3090,1151,Grade 1,3331,20-01-2021,Training
3304,1072,Grade 2,1123,26-12-2020,Training
1902,1151,Grade 2,290,01-12-2020,Training
2330,1072,Grade 2P,7273,03-01-2021,Training
4302,1151,Grade 1,1407,31-12-2020,Training
1544,1098,Grade AP,2322,13-12-2020,Training
1114,1041,Grade AP,9939,31-12-2020,Training
100,1086,Grade 2,15429,01-12-2020,Training
4558,1171,Grade 2,10948,27-01-2021,Training
2919,1052,Grade 2,11694,27-01-2021,Training
1448,1098,Grade AP,7732,23-01-2021,Training
2790,1099,Grade 1P,3905,23-01-2021,Training
4956,1045,Grade 1P,5439,24-12-2020,Training
4236,1151,Grade 1,1407,31-12-2020,Training
3934,1060,Grade B1,6131,07-01-2021,Training
1088,1084,Grade 1P,5985,13-01-2021,Training
2311,1072,Grade 2P,7273,03-01-2021,Training
866,1098,Grade A,3851,23-01-2021,Training
908,1098,Grade A,1471,23-01-2021,Training
109,1098,Grade 2,4710,17-12-2020,Training
4156,1077,Grade 1P,9184,31-12-2020,Training
3983,1060,Grade B1,6131,07-01-2021,Training
3452,1041,Grade 2,2051,24-12-2020,Training
4387,1171,Grade 1P,2785,27-01-2021,Training
2460,1078,Grade 2P,7408,24-12-2020,Training
787,1098,Grade A,7204,23-01-2021,Training
932,1098,Grade A,1471,23-01-2021,Training
2952,1098,Grade 1,13767,24-01-2021,Training
4499,1171,Grade 1P,6020,27-01-2021,Training
2959,1052,Grade 1,6802,11-01-2021,Training
1837,1171,Grade 2,134,04-12-2020,Training
2807,1078,Grade 1P,2252,14-01-2021,Training
4453,1171,Grade 2P,18070,27-01-2021,Training
1099,1099,Grade 1P,13199,19-01-2021,Training
1126,1041,Grade AP,11980,31-12-2020,Training
2319,1072,Grade 2P,7273,03-01-2021,Training
2269,1099,Grade 1P,8624,01-12-2020,Training
814,1098,Grade A,7204,23-01-2021,Training
2867,1099,,2289,05-01-2021,Training
2945,1052,Grade 1,11731,24-01-2021,Training
4990,1045,Grade 1P,127,24-12-2020,Training
1659,1000,Grade 1P,18433,24-12-2020,Training
4448,1171,Grade 2P,18070,27-01-2021,Training
4689,1041,Grade 2,10629,15-12-2020,Training
4850,1045,Grade B1,8753,16-12-2020,Training
2761,1001,,15119,17-12-2020,Training
3548,1078,Grade P1,1839,21-12-2020,Training
1292,1030,Grade 1P,8574,07-01-2021,Training
3543,1078,Grade WP,16820,21-12-2020,Training
3221,1078,Grade 1,3935,11-01-2021,Training
4278,1151,Grade 1,1407,31-12-2020,Training
4375,1045,Grade B1,3196,04-12-2020,Training
4069,1030,Grade B1,8867,07-01-2021,Training
4827,1060,Grade 1,1245,02-01-2021,Training
2592,1086,Grade 2,3082,01-12-2020,Training
3539,1098,Grade A,18898,23-01-2021,Training
3714,1077,Grade 2P,297,23-12-2020,Training
4684,1041,Grade 2,10629,15-12-2020,Training
3594,1041,Grade AP,4474,31-12-2020,Training
2700,1098,Grade 2,4710,17-12-2020,Training
87,1086,Grade 2,15429,01-12-2020,Training
1209,1084,Grade 2P,8990,25-12-2020,Training
2910,1052,Grade 2,11694,27-01-2021,Training
4535,1171,Grade 1P,6020,27-01-2021,Training
2228,1052,Grade 1,7171,29-12-2020,Training
523,1041,Grade 1,5242,18-01-2021,Training
1775,1171,Grade 2,9346,04-12-2020,Training
834,1098,Grade A,3851,23-01-2021,Training
3105,1151,Grade 1,2918,08-01-2021,Training
443,1000,,9759,13-01-2021,Training
632,1084,Grade 1,8301,05-12-2020,Training
344,1045,Grade 2,11694,27-01-2021,Training
4820,1045,Grade B1,477,02-01-2021,Training
1749,1171,Grade 2,9346,04-12-2020,Training
930,1098,Grade A,1471,23-01-2021,Training
4538,1171,Grade 1P,6020,27-01-2021,Training
300,1098,,1312,05-01-2021,Training
1057,1151,Grade 1P,10614,13-01-2021,Training
4527,1171,Grade 1P,6020,27-01-2021,Training
3051,1078,Grade 1,3974,06-01-2021,Training
1178,1041,Grade 2P,3993,04-12-2020,Training
3495,1084,Grade 2,7079,23-01-2021,Training
4024,1078,,13081,07-01-2021,Training
3182,1078,Grade 1,8888,16-12-2020,Training
1566,1099,Grade B1,3727,18-01-2021,Training
2684,1060,Grade 1,3335,26-01-2021,Training
2900,1001,Grade 1,4096,27-01-2021,Training
949,1151,Grade KP,3405,04-01-2021,Training
2838,1098,,4419,17-12-2020,Training
12,1072,Grade 2P,7273,03-01-2021,Training
1122,1041,Grade AP,4474,31-12-2020,Training
3838,1060,Grade W1,1730,22-01-2021,Training
3354,1072,Grade 2,1123,26-12-2020,Training
647,1041,Grade 1,16864,10-12-2020,Training
2954,1099,Grade 1,13767,24-01-2021,Training
4993,1045,Grade 1P,10017,24-12-2020,Training
2143,1052,Grade 2,2173,08-01-2021,Training
1324,1030,Grade 1P,8574,07-01-2021,Training
2649,1086,Grade 2,3082,01-12-2020,Training
2099,1052,Grade 2,6702,08-01-2021,Training
2485,1072,Grade 2,3561,24-12-2020,Training
4336,1052,Grade B1,2368,04-12-2020,Training
5097,1078,Grade 1P,1245,03-12-2020,Training
2707,1098,Grade 2,4710,17-12-2020,Training
658,1041,Grade 1,16864,10-12-2020,Training
434,1000,Grade 1,9759,13-01-2021,Training
4908,1151,Grade 2,7472,10-01-2021,Training
2425,1078,Grade 2P,10363,24-12-2020,Training
3600,1041,Grade AP,11980,31-12-2020,Training
3141,1078,Grade 1,25846,18-01-2021,Training
4178,1077,Grade 1P,862,31-12-2020,Training
2100,1052,Grade 2,6702,08-01-2021,Training
2034,1151,Grade 1,15671,23-12-2020,Training
3287,1052,Grade 1,6865,26-12-2020,Training
2727,1053,Grade B1,1786,29-12-2020,Training
843,1098,Grade A,3851,23-01-2021,Training
1092,1099,Grade 1P,2272,19-01-2021,Training
2138,1052,Grade 2,2173,08-01-2021,Training
4633,1058,Grade 2,3357,27-01-2021,Training
861,1098,Grade A,3851,23-01-2021,Training
3902,1030,Grade 1P,2084,07-01-2021,Training
1453,1098,Grade AP,7732,23-01-2021,Training
3434,1052,Grade KP,29895,22-12-2020,Training
4295,1151,Grade 1,1407,31-12-2020,Training
2896,1099,Grade 1,13010,15-12-2020,Training
3814,1078,Grade 1P,11809,19-12-2020,Training
1750,1171,Grade 2,9346,04-12-2020,Training
698,1079,Grade K1,10954,15-01-2021,Training
3072,1001,Grade 1,19593,06-01-2021,Training
3300,1052,Grade 1,6865,26-12-2020,Training
4303,1151,Grade 1,1407,31-12-2020,Training
188,1039,Grade 1P,5896,14-01-2021,Training
4012,1078,,13081,07-01-2021,Training
291,1098,,3119,05-01-2021,Training
1743,1171,Grade 2,9346,04-12-2020,Training
4917,1045,Grade 1P,6594,09-01-2021,Training
2435,1078,Grade 2P,2767,24-12-2020,Training
169,1039,Grade 1P,5896,14-01-2021,Training
3416,1041,Grade 2,1446,10-12-2020,Training
3798,1045,Grade 1P,6836,20-01-2021,Training
2506,1072,Grade 2P,16191,21-01-2021,Training
3515,1084,Grade 2,7079,23-01-2021,Training
1689,1171,Grade 2,2913,04-12-2020,Training
1591,1099,Grade 1P,12630,09-01-2021,Training
4696,1041,Grade 2,1300,15-12-2020,Training
1343,1030,Grade 1P,8574,07-01-2021,Training
4645,1058,Grade 2,3357,27-01-2021,Training
1737,1171,Grade 2,9346,04-12-2020,Training
3829,1078,Grade KP,206,07-12-2020,Training
3184,1078,Grade 1,8888,16-12-2020,Training
2612,1086,Grade 2,3082,01-12-2020,Training
3695,1077,Grade 2P,12832,23-12-2020,Training
210,1039,Grade 1P,5896,14-01-2021,Training
2122,1052,Grade 2,1266,08-01-2021,Training
3277,1052,Grade 1,6865,26-12-2020,Training
2256,1099,Grade 1P,8624,01-12-2020,Training
3449,1041,Grade 2,13810,24-12-2020,Training
73,1086,Grade 2,15429,01-12-2020,Training
4328,1052,Grade B1,2368,04-12-2020,Training
4348,1052,Grade B1,3127,04-12-2020,Training
2202,1052,Grade 2,3692,08-01-2021,Training
4159,1077,Grade 1P,9184,31-12-2020,Training
1569,1099,Grade B1,3727,18-01-2021,Training
4084,1077,Grade 1P,5157,07-01-2021,Training
3264,1052,Grade 1,6865,26-12-2020,Training
4399,1171,Grade 1P,2785,27-01-2021,Training
2158,1052,Grade 2,2173,08-01-2021,Training
1881,1151,Grade 2,17137,01-12-2020,Training
2647,1086,Grade 2,3082,01-12-2020,Training
1236,1151,Grade 2P,18371,23-12-2020,Training
2928,1001,Grade 2,7759,27-01-2021,Training
1470,1099,Grade 1,488,02-01-2021,Training
1263,1151,Grade 2P,18669,23-12-2020,Training
1723,1171,Grade 2,2913,04-12-2020,Training
1956,1079,Grade 2,17773,23-01-2021,Training
1384,1045,Grade B1,5440,04-12-2020,Training
4090,1077,Grade 1P,5157,07-01-2021,Training
113,1098,Grade 2,4710,17-12-2020,Training
2882,1052,,685,01-01-2021,Training
1443,1098,Grade AP,7732,23-01-2021,Training
4142,1077,Grade 1P,9184,31-12-2020,Training
2029,1041,Grade B1,5072,25-12-2020,Training
512,1151,Grade 1,3405,08-01-2021,Training
4866,1098,Grade 1P,6267,21-01-2021,Training
5088,1099,Grade B1,2792,25-12-2020,Training
4620,1058,Grade 2,3357,27-01-2021,Training
3048,1001,Grade 1,3796,06-01-2021,Training
3755,1078,Grade 2P,18669,23-12-2020,Training
252,1072,,328,18-12-2020,Training
1428,1098,Grade AP,7732,23-01-2021,Training
4643,1058,Grade 2,3357,27-01-2021,Training
355,1099,Grade 2,13550,24-01-2021,Training
4922,1045,Grade 1P,2617,17-01-2021,Training
4921,1078,Grade 1P,15561,17-01-2021,Training
3163,1078,Grade 1,8888,16-12-2020,Training
4582,1052,Grade 2,3719,27-01-2021,Training
462,1151,Grade 2,556,17-01-2021,Training
3938,1060,Grade B1,6131,07-01-2021,Training
484,1098,Grade 2,1745,20-01-2021,Training
1119,1041,Grade AP,4474,31-12-2020,Training
803,1098,Grade A,7204,23-01-2021,Training
4706,1041,Grade 2,12873,15-12-2020,Training
303,1098,,1312,05-01-2021,Training
2938,1052,Grade 1,7827,24-01-2021,Training
3572,1041,Grade 2P,12655,19-12-2020,Training
26,1099,Grade 1,6734,25-12-2020,Training
3805,1078,Grade 1P,10789,19-12-2020,Training
2377,1151,Grade 2,10249,11-01-2021,Training
1796,1171,Grade 2,134,04-12-2020,Training
4038,1078,Grade B1,9250,07-01-2021,Training
2718,1053,Grade B1,8451,29-12-2020,Training
229,1099,Grade 2,41,10-01-2021,Training
3273,1052,Grade 1,6865,26-12-2020,Training
3588,1041,Grade AP,9939,31-12-2020,Training
2856,1072,,328,18-12-2020,Training
4291,1151,Grade 1,1407,31-12-2020,Training
2370,1099,Grade 2,11405,11-01-2021,Training
4773,1060,Grade 1,9580,09-01-2021,Training
1619,1000,Grade 1P,14536,24-12-2020,Training
612,1052,Grade 1,6714,04-12-2020,Training
4182,1077,Grade 1P,862,31-12-2020,Training
1098,1099,Grade 1P,13199,19-01-2021,Training
4661,1058,Grade 2,3357,27-01-2021,Training
203,1039,Grade 1P,5896,14-01-2021,Training
3185,1078,Grade 1,8888,16-12-2020,Training
3526,1098,Grade A,7204,23-01-2021,Training
842,1098,Grade A,3851,23-01-2021,Training
4007,1078,,13081,07-01-2021,Training
1235,1151,Grade 2P,18371,23-12-2020,Training
5103,1078,Grade B1,808,30-12-2020,Training
1614,1000,Grade 1P,14536,24-12-2020,Training
3923,1060,Grade B1,6131,07-01-2021,Training
4340,1052,Grade B1,2368,04-12-2020,Training
4926,1041,Grade 1P,333,17-01-2021,Training
2682,1060,Grade 1,3335,26-01-2021,Training
3851,1030,Grade 1P,8574,07-01-2021,Training
662,1041,Grade 1,16864,10-12-2020,Training
795,1098,Grade A,7204,23-01-2021,Training
2847,1072,,328,18-12-2020,Training
4786,1060,Grade 1,9580,09-01-2021,Training
1364,1030,Grade 1P,11039,07-01-2021,Training
4898,1151,Grade 2,7472,10-01-2021,Training
4522,1171,Grade 1P,6020,27-01-2021,Training
2359,1072,Grade 2P,7273,03-01-2021,Training
5105,1078,Grade B1,808,30-12-2020,Training
4782,1060,Grade 1,9580,09-01-2021,Training
2827,1078,Grade 1P,10010,14-01-2021,Training
4246,1151,Grade 1,1407,31-12-2020,Training
1785,1171,Grade 2,134,04-12-2020,Training
2318,1072,Grade 2P,7273,03-01-2021,Training
808,1098,Grade A,7204,23-01-2021,Training
862,1098,Grade A,3851,23-01-2021,Training
3467,1078,Grade 1,860,23-01-2021,Training
3016,1078,Grade 1,2599,23-12-2020,Training
4709,1041,Grade 2,908,15-12-2020,Training
219,1099,Grade 2,41,10-01-2021,Training
1293,1030,Grade 1P,8574,07-01-2021,Training
587,1151,Grade 1,16453,17-12-2020,Training
43,1099,Grade B1,16315,18-12-2020,Training
1239,1151,Grade 2P,13540,23-12-2020,Training
1897,1151,Grade 2,290,01-12-2020,Training
4725,1041,Grade 2,7713,15-12-2020,Training
1076,1151,Grade 1P,5377,13-01-2021,Training
723,1086,Grade 2,7339,23-01-2021,Training
1510,1098,Grade AP,6847,13-12-2020,Training
675,1041,Grade 1,9116,10-12-2020,Training
4564,1019,Grade 2,3719,27-01-2021,Training
902,1098,Grade A,3851,23-01-2021,Training
3610,1041,Grade AP,3009,31-12-2020,Training
2365,1099,Grade 2,11405,11-01-2021,Training
4494,1171,Grade 1P,6020,27-01-2021,Training
3079,1151,Grade 1,5544,06-01-2021,Training
1879,1151,Grade 2,17137,01-12-2020,Training
1774,1171,Grade 2,9346,04-12-2020,Training
4852,1045,Grade B1,8753,16-12-2020,Training
2742,1053,Grade W1P,17860,29-12-2020,Training
1988,1041,Grade 1P,3516,25-12-2020,Training
3170,1078,Grade 1,8888,16-12-2020,Training
3877,1030,Grade 1P,8574,07-01-2021,Training
736,1086,Grade 2,7339,23-01-2021,Training
4011,1078,,13081,07-01-2021,Training
2590,1086,Grade 2,3082,01-12-2020,Training
1260,1151,Grade 2P,2449,23-12-2020,Training
2109,1052,Grade 2,1266,08-01-2021,Training
903,1098,Grade A,3851,23-01-2021,Training
433,1000,Grade 1,9759,13-01-2021,Training
4610,1058,Grade 2,3357,27-01-2021,Training
2493,1072,Grade 2P,10809,21-01-2021,Training
1227,1098,Grade KP,16467,10-12-2020,Training
3749,1078,Grade 2P,11853,23-12-2020,Training
4221,1151,Grade 1,1407,31-12-2020,Training
3540,1078,Grade WP,16820,21-12-2020,Training
3882,1030,Grade 1P,8574,07-01-2021,Training
1101,1099,Grade 1P,13199,19-01-2021,Training
2077,1052,Grade 2,6702,08-01-2021,Training
3341,1072,Grade 2,1123,26-12-2020,Training
1793,1171,Grade 2,134,04-12-2020,Training
4839,1045,Grade B1,8753,16-12-2020,Training
4664,1058,Grade 2,3357,27-01-2021,Training
192,1039,Grade 1P,5896,14-01-2021,Training
2395,1151,Grade 2,17915,11-01-2021,Training
1131,1041,Grade AP,11980,31-12-2020,Training
3858,1030,Grade 1P,8574,07-01-2021,Training
309,1079,,546,01-01-2021,Training
2840,1019,,616,18-12-2020,Training
1297,1030,Grade 1P,8574,07-01-2021,Training
70,1086,Grade 2,15429,01-12-2020,Training
3883,1030,Grade 1P,8574,07-01-2021,Training
3468,1078,Grade 1,860,23-01-2021,Training
